tasks.thisRepN,tasks.thisTrialN,tasks.thisN,tasks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instrText.started,instrText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,19.917995699914172,None,,,,,,,
